refnis,postal_code_main,n_postal_codes,municipality,province,region,year,property_type,median_price_eur,n_transactions,n_quarters
24041,3320,2,HOEGAARDEN,Flemish Brabant,Flanders,2019,houses_closed,221769,60,2
24041,3320,2,HOEGAARDEN,Flemish Brabant,Flanders,2020,houses_closed,250000,50,1
24041,3320,2,HOEGAARDEN,Flemish Brabant,Flanders,2021,houses_closed,281447,60,2
24041,3320,2,HOEGAARDEN,Flemish Brabant,Flanders,2022,houses_closed,253227,69,2
24041,3320,2,HOEGAARDEN,Flemish Brabant,Flanders,2025,houses_closed,318550,63,2
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2010,houses_all,307029,83,3
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2011,houses_all,329471,104,4
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2012,houses_all,310851,104,4
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2013,houses_all,316550,91,4
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2014,houses_all,320974,104,4
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2016,houses_all,355614,92,4
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2017,houses_all,355791,98,4
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2018,houses_all,397905,110,4
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2019,houses_all,388644,106,4
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2020,houses_all,394512,95,3
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2021,houses_all,428531,84,4
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2022,houses_all,441651,106,4
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2023,houses_all,512143,91,4
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2024,houses_all,474365,81,3
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2025,houses_all,489761,113,4
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2011,houses_closed,260500,51,1
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2013,houses_closed,277500,51,1
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2014,houses_closed,290000,45,1
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2018,houses_closed,330000,52,1
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2022,houses_closed,361212,60,2
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2023,houses_closed,395000,50,1
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2012,houses_open,420000,55,1
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2014,houses_open,343712,59,2
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2016,houses_open,469000,56,1
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2017,houses_open,427162,58,2
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2018,houses_open,481061,58,2
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2019,houses_open,450000,57,1
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2020,houses_open,450050,50,1
23033,1560,1,HOEILAART,Flemish Brabant,Flanders,2025,houses_open,565000,64,1
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2010,houses_all,231512,64,2
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2011,houses_all,243750,61,1
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2012,houses_all,280000,73,2
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2013,houses_all,279960,59,3
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2014,houses_all,277667,81,3
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2015,houses_all,291703,57,2
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2016,houses_all,318000,57,1
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2017,houses_all,306810,67,3
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2018,houses_all,339159,78,3
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2019,houses_all,350727,83,2
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2020,houses_all,373095,56,2
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2021,houses_all,369080,100,4
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2022,houses_all,393561,115,4
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2023,houses_all,363590,78,4
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2024,houses_all,392538,92,4
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2025,houses_all,416052,100,4
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2019,houses_closed,340000,31,1
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2014,houses_open,287500,52,1
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2018,houses_open,362500,51,1
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2019,houses_open,360000,52,1
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2020,houses_open,399500,40,1
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2021,houses_open,362500,69,1
24043,3220,2,HOLSBEEK,Flemish Brabant,Flanders,2022,houses_open,397769,81,3
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2010,houses_all,300714,84,4
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2011,houses_all,312784,71,2
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2012,houses_all,279421,76,4
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2013,houses_all,288125,63,2
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2014,houses_all,335000,72,1
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2015,houses_all,360000,55,1
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2016,houses_all,323028,82,3
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2017,houses_all,328234,77,3
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2018,houses_all,409000,64,2
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2019,houses_all,334360,86,4
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2020,houses_all,345865,73,2
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2021,houses_all,395481,77,4
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2022,houses_all,404408,78,2
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2023,houses_all,462021,76,2
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2024,houses_all,423488,68,2
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2025,houses_all,413238,105,4
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2010,houses_open,340000,59,1
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2011,houses_open,322500,41,1
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2012,houses_open,309394,56,2
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2014,houses_open,341250,46,1
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2016,houses_open,337900,64,2
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2017,houses_open,339444,59,2
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2019,houses_open,330000,67,1
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2020,houses_open,349334,50,2
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2023,houses_open,483500,55,1
24045,3040,1,HULDENBERG,Flemish Brabant,Flanders,2025,houses_open,393000,67,1
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2010,houses_all,258226,77,3
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2011,houses_all,264056,90,4
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2012,houses_all,279205,73,2
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2013,houses_all,286587,75,4
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2014,houses_all,269162,81,4
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2015,houses_all,323788,82,3
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2016,houses_all,309493,82,3
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2017,houses_all,300453,95,4
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2018,houses_all,338065,93,4
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2019,houses_all,343776,121,3
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2020,houses_all,365893,91,2
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2021,houses_all,389417,107,3
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2022,houses_all,412826,132,4
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2023,houses_all,434226,115,4
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2024,houses_all,446317,101,4
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2025,houses_all,442250,110,4
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2010,houses_open,258000,57,2
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2011,houses_open,265435,69,4
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2012,houses_open,292500,52,1
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2013,houses_open,316428,59,2
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2014,houses_open,291585,63,3
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2015,houses_open,339012,68,2
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2016,houses_open,316676,63,2
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2017,houses_open,344444,69,2
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2018,houses_open,335000,68,1
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2019,houses_open,359500,91,3
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2020,houses_open,440000,60,1
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2021,houses_open,380904,74,2
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2022,houses_open,413198,96,4
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2023,houses_open,432000,78,3
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2024,houses_open,439681,73,2
23038,1910,1,KAMPENHOUT,Flemish Brabant,Flanders,2025,houses_open,457465,86,3
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2010,houses_all,235926,81,4
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2011,houses_all,237000,79,3
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2012,houses_all,252674,71,2
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2013,houses_all,266774,84,4
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2014,houses_all,248388,76,3
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2016,houses_all,265234,92,4
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2017,houses_all,281904,83,4
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2018,houses_all,267270,87,4
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2019,houses_all,303184,95,3
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2020,houses_all,322500,60,1
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2021,houses_all,337805,92,3
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2022,houses_all,370214,96,4
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2023,houses_all,377927,70,3
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2024,houses_all,346087,82,3
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2025,houses_all,402536,89,3
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2010,houses_closed,222887,65,3
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2011,houses_closed,221343,57,2
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2012,houses_closed,238273,54,2
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2013,houses_closed,222500,59,1
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2014,houses_closed,222737,59,2
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2016,houses_closed,224353,63,2
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2017,houses_closed,237500,62,1
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2018,houses_closed,253692,66,2
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2019,houses_closed,294909,75,2
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2020,houses_closed,310000,44,1
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2021,houses_closed,313846,61,2
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2022,houses_closed,347855,71,3
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2023,houses_closed,285000,48,1
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2024,houses_closed,302000,55,1
23039,1880,1,KAPELLE-OP-DEN-BOS,Flemish Brabant,Flanders,2025,houses_closed,362500,60,1
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2010,houses_all,311188,95,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2011,houses_all,333774,93,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2012,houses_all,314726,93,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2013,houses_all,317941,99,3
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2014,houses_all,333098,128,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2015,houses_all,306036,85,3
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2016,houses_all,345470,117,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2017,houses_all,323103,116,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2018,houses_all,364986,138,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2019,houses_all,370000,160,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2020,houses_all,400761,132,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2021,houses_all,443925,146,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2022,houses_all,445846,130,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2023,houses_all,501397,144,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2024,houses_all,484779,130,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2025,houses_all,473952,165,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2010,houses_open,329561,73,3
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2011,houses_open,348658,79,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2012,houses_open,352533,75,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2013,houses_open,358308,76,3
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2014,houses_open,354685,107,3
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2015,houses_open,293611,70,2
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2016,houses_open,352505,103,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2017,houses_open,357037,83,3
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2018,houses_open,387009,117,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2019,houses_open,383712,125,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2020,houses_open,433976,104,3
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2021,houses_open,492093,118,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2022,houses_open,494454,103,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2023,houses_open,573381,122,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2024,houses_open,517793,111,4
24048,3140,1,KEERBERGEN,Flemish Brabant,Flanders,2025,houses_open,515000,132,4
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2011,houses_all,225000,60,1
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2012,houses_all,172500,57,1
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2014,houses_all,204901,76,4
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2015,houses_all,225000,51,1
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2016,houses_all,193000,50,1
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2017,houses_all,223291,78,2
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2018,houses_all,232222,74,2
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2019,houses_all,241324,82,2
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2020,houses_all,257428,65,3
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2021,houses_all,212500,51,1
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2022,houses_all,283399,82,4
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2023,houses_all,268750,56,1
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2024,houses_all,339250,71,3
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2025,houses_all,294188,85,4
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2018,houses_open,250000,56,1
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2019,houses_open,255000,55,1
24054,3470,4,KORTENAKEN,Flemish Brabant,Flanders,2025,houses_open,305000,65,1
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2019,apartments,232000,54,1
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2022,apartments,270912,66,3
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2023,apartments,274000,46,1
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2010,houses_all,274241,133,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2011,houses_all,277313,134,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2012,houses_all,296214,145,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2013,houses_all,310607,121,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2014,houses_all,300000,171,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2015,houses_all,289370,135,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2016,houses_all,315904,144,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2017,houses_all,333383,150,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2018,houses_all,334195,149,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2019,houses_all,343103,204,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2020,houses_all,363328,142,3
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2021,houses_all,409765,153,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2022,houses_all,408354,195,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2023,houses_all,422685,149,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2024,houses_all,432544,170,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2025,houses_all,458386,197,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2010,houses_closed,252308,65,2
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2011,houses_closed,244460,78,3
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2012,houses_closed,252114,73,2
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2013,houses_closed,273289,68,2
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2014,houses_closed,281711,102,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2015,houses_closed,273205,71,3
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2016,houses_closed,282069,80,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2017,houses_closed,310492,78,3
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2018,houses_closed,304841,71,2
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2019,houses_closed,323566,99,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2020,houses_closed,331908,73,3
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2021,houses_closed,366884,69,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2022,houses_closed,403614,104,3
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2023,houses_closed,390938,76,3
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2024,houses_closed,406927,86,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2025,houses_closed,420639,101,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2010,houses_open,310233,68,2
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2011,houses_open,332500,56,1
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2012,houses_open,326638,72,3
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2013,houses_open,395000,53,2
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2014,houses_open,320000,69,1
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2015,houses_open,344089,64,3
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2016,houses_open,350854,64,2
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2017,houses_open,395271,72,3
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2018,houses_open,365000,78,2
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2019,houses_open,387581,105,4
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2020,houses_open,396750,69,3
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2021,houses_open,457205,84,3
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2022,houses_open,456523,91,3
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2023,houses_open,490442,73,2
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2024,houses_open,476338,84,3
24055,3070,3,KORTENBERG,Flemish Brabant,Flanders,2025,houses_open,512083,96,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2023,apartments,397500,43,1
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2010,houses_all,390198,101,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2011,houses_all,398216,111,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2012,houses_all,398368,125,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2013,houses_all,420000,89,3
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2014,houses_all,374409,110,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2015,houses_all,409810,96,3
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2016,houses_all,433115,130,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2017,houses_all,462263,116,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2018,houses_all,463306,121,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2019,houses_all,495632,125,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2020,houses_all,593913,117,3
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2021,houses_all,584640,139,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2022,houses_all,589177,127,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2023,houses_all,645000,115,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2024,houses_all,655866,112,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2025,houses_all,644559,136,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2010,houses_closed,351901,71,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2011,houses_closed,354367,73,3
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2012,houses_closed,365135,89,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2013,houses_closed,381201,65,1
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2014,houses_closed,351667,79,3
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2015,houses_closed,349000,67,1
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2016,houses_closed,405233,86,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2017,houses_closed,425278,75,3
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2018,houses_closed,419891,83,3
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2019,houses_closed,417688,78,2
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2020,houses_closed,478418,73,2
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2021,houses_closed,518068,96,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2022,houses_closed,499035,85,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2023,houses_closed,551380,85,3
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2024,houses_closed,580090,78,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2025,houses_closed,579133,98,4
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2019,houses_open,605000,47,1
23099,1950,1,KRAAINEM,Flemish Brabant,Flanders,2020,houses_open,875000,44,1
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2010,houses_all,156726,168,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2011,houses_all,159281,161,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2012,houses_all,175822,146,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2013,houses_all,164784,132,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2014,houses_all,175501,183,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2015,houses_all,170622,109,3
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2016,houses_all,185374,153,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2017,houses_all,181193,176,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2018,houses_all,181472,180,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2019,houses_all,198862,221,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2020,houses_all,204697,161,3
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2021,houses_all,207666,196,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2022,houses_all,238776,221,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2023,houses_all,242785,130,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2024,houses_all,273927,137,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2025,houses_all,279060,176,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2010,houses_closed,148111,140,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2011,houses_closed,147795,132,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2012,houses_closed,165202,114,4
24059,3400,3,LANDEN,Flemish Brabant,Flanders,2013,houses_closed,159443,115,4
